zip_path,filename,condition,width,height,mode,sha256,size_bytes
VR_Image_dataset_final/C1/Scene060_C1.jpg,Scene060_C1.jpg,C1,1600,800,RGB,2eb792f7f7f786524b2b881c7a7b1bcddc532bd8e4dd7b1dee6c47ddb69dd6e4,343173
VR_Image_dataset_final/C1/Scene061_C1.jpg,Scene061_C1.jpg,C1,1600,800,RGB,5267b7f7154f81f9d5242aba521b7c3f8089dbb57cfe7a91c630ceb5fc45095d,310272
VR_Image_dataset_final/C1/Scene062_C1.jpg,Scene062_C1.jpg,C1,1600,800,RGB,3cb9c6ae19599619c740fe41f5188e316a3d08623efc721eef807c65aa7b562a,257836
VR_Image_dataset_final/C1/Scene063_C1.jpg,Scene063_C1.jpg,C1,1600,800,RGB,0ca10a096e67f3a9b60c1374518c08ba7ce14af2eb44cff2994da908a991b8fd,448122
VR_Image_dataset_final/C1/Scene064_C1.jpg,Scene064_C1.jpg,C1,1600,800,RGB,6d51d39814756889d3a11ae94240bd0a7b37654868ce670559dafe3aead76ba8,360117
VR_Image_dataset_final/C1/Scene065_C1.jpg,Scene065_C1.jpg,C1,1600,800,RGB,03c49a654b67e7c5e47bbd79139f465e0783492f357a79859b3bfd5a4ae6e915,345192
VR_Image_dataset_final/C1/Scene066_C1.jpg,Scene066_C1.jpg,C1,1600,800,RGB,c16acd24587b4f89499d229a3cf0fe21cde772d83e04f046f2cdaccc14dd6e65,221203
VR_Image_dataset_final/C1/Scene067_C1.jpg,Scene067_C1.jpg,C1,1600,800,RGB,1785d231d9e9fcc79ae8246680424c998d69d971ad780064babd4607293d9b3c,270647
VR_Image_dataset_final/C1/Scene068_C1.jpg,Scene068_C1.jpg,C1,1600,800,RGB,7d52fede3cbc6fd7c1255f2a1f27fb4d9a1b2211ae858066901b9a4a068c7d5b,164697
VR_Image_dataset_final/C1/Scene069_C1.jpg,Scene069_C1.jpg,C1,1600,800,RGB,03a509c01c608b3dffb30a7a72bedafd3087e54c920457d11c86946ec6e2c2e5,203839
VR_Image_dataset_final/C1/Scene070_C1.jpg,Scene070_C1.jpg,C1,1600,800,RGB,7978483e029e7829c297c6f8c6724b1bd5a2fe9139f4aae6c5b4eedea0262c6a,261657
VR_Image_dataset_final/C1/Scene071_C1.jpg,Scene071_C1.jpg,C1,1600,800,RGB,cdf625ad3c146c750e74ff7badef5868bb4ca58a0e02354abd1b882b0b385010,309511
VR_Image_dataset_final/C1/Scene072_C1.jpg,Scene072_C1.jpg,C1,1600,800,RGB,08272f49793113f07ff13a49989c4e33d5707885239ace09470443daa63e5933,224696
VR_Image_dataset_final/C1/Scene073_C1.jpg,Scene073_C1.jpg,C1,1600,800,RGB,85ff5b7afa7878a7e3a0c39590f17ec2bea3f97aa35542385dd4275a16089575,348292
VR_Image_dataset_final/C1/Scene074_C1.jpg,Scene074_C1.jpg,C1,1600,800,RGB,14bca7658d8405c403ff95dc344ff3de5580f9134575e1d12c4a4944db885801,311608
VR_Image_dataset_final/C1/Scene075_C1.jpg,Scene075_C1.jpg,C1,1600,800,RGB,d2953b3b7c81c3a9e6b905574e6627915123018790dfee045908a998533db4ba,419824
VR_Image_dataset_final/C1/Scene076_C1.jpg,Scene076_C1.jpg,C1,1600,800,RGB,e7821ff46c5d207f545fb5d8c1d8a0f5022d9d9938dc84dd1ab8d6ade070a493,205829
VR_Image_dataset_final/C1/Scene077_C1.jpg,Scene077_C1.jpg,C1,1600,800,RGB,15442049bda4c1e6450e826c1b413c7dbf5fe33c511d130fca2e9f4bdb40d572,362560
VR_Image_dataset_final/C1/Scene078_C1.jpg,Scene078_C1.jpg,C1,1600,800,RGB,fa7f632788e4d32829f7add1f51017de9eb6ae4bfabcb4599ea46b46e37b2816,275323
VR_Image_dataset_final/C1/Scene079_C1.jpg,Scene079_C1.jpg,C1,1600,800,RGB,77e768207b991b21bdb798b3b4970536096f69484ad1ad3e38ee124c3be4dd28,230633
VR_Image_dataset_final/C1/Scene080_C1.jpg,Scene080_C1.jpg,C1,1600,800,RGB,7d465ecb25f8f29e7c16fae05d088d071e29a32d53a0f7e9e9bde1659450ff07,365875
VR_Image_dataset_final/C1/Scene081_C1.jpg,Scene081_C1.jpg,C1,1600,800,RGB,c660ea5143386036f79e379c81c2d85d729b3f6ef65a11ce0ead1a8b114e8049,323947
VR_Image_dataset_final/C1/Scene082_C1.jpg,Scene082_C1.jpg,C1,1600,800,RGB,28dda378e049040ae257388bf9c763f4dc692ad57cdfbe8d3c083c3d58a0a79c,213817
VR_Image_dataset_final/C1/Scene083_C1.jpg,Scene083_C1.jpg,C1,1600,800,RGB,62f8d006620d194ac4cf877ec8cd188a4c58f53d5a82fbbfed097d05533f931e,251206
VR_Image_dataset_final/C1/Scene084_C1.jpg,Scene084_C1.jpg,C1,1600,800,RGB,47e53740fb1c3ad5a2473d5ddb19fd630aa32a769f50a7aec692545e17a565af,246556
VR_Image_dataset_final/C1/Scene085_C1.jpg,Scene085_C1.jpg,C1,1600,800,RGB,b4fb7d6573472d336fe98f1887e576573b56362dca2e9b363bd771478200ff7c,249737
